"Date","Price","Open","High","Low","Vol.","Change %"
"07/20/2024","3,517.04","3,504.42","3,538.32","3,480.08","157.77K","0.36%"
"07/19/2024","3,504.42","3,425.95","3,539.42","3,377.94","317.73K","2.29%"
"07/18/2024","3,425.94","3,387.83","3,489.43","3,374.48","256.50K","1.13%"
"07/17/2024","3,387.81","3,443.02","3,514.65","3,378.55","312.39K","-1.60%"
"07/16/2024","3,442.99","3,483.50","3,494.60","3,347.85","392.52K","-1.20%"
"07/15/2024","3,484.78","3,243.50","3,490.89","3,233.77","329.57K","7.44%"
"07/14/2024","3,243.50","3,175.10","3,265.80","3,165.38","171.44K","2.15%"
"07/13/2024","3,175.10","3,134.15","3,200.12","3,113.52","125.08K","1.33%"
"07/12/2024","3,133.33","3,099.82","3,157.43","3,048.61","195.63K","1.08%"
"07/11/2024","3,099.82","3,101.17","3,214.07","3,057.55","299.18K","-0.04%"
"07/10/2024","3,101.17","3,065.11","3,149.76","3,026.42","281.44K","1.18%"
"07/09/2024","3,065.11","3,019.64","3,108.63","3,004.62","292.94K","1.51%"
"07/08/2024","3,019.64","2,930.48","3,084.20","2,826.32","517.87K","3.04%"
"07/07/2024","2,930.48","3,068.79","3,072.32","2,923.63","194.87K","-4.51%"
"07/06/2024","3,068.79","2,981.40","3,080.16","2,955.65","225.18K","2.93%"
"07/05/2024","2,981.40","3,057.85","3,108.66","2,822.44","940.65K","-2.50%"
"07/04/2024","3,057.81","3,295.13","3,313.23","3,052.15","510.41K","-7.20%"
"07/03/2024","3,295.13","3,421.71","3,432.12","3,256.31","356.89K","-3.70%"
"07/02/2024","3,421.71","3,442.66","3,463.90","3,402.98","149.31K","-0.61%"
"07/01/2024","3,442.67","3,437.84","3,522.00","3,426.69","241.71K","0.14%"
"06/30/2024","3,437.84","3,378.60","3,459.12","3,356.74","150.94K","1.75%"
"06/29/2024","3,378.60","3,380.17","3,408.32","3,374.78","95.20K","-0.05%"
"06/28/2024","3,380.15","3,450.45","3,487.12","3,369.65","238.05K","-2.04%"
"06/27/2024","3,450.45","3,370.79","3,472.72","3,364.08","217.37K","2.37%"
"06/26/2024","3,370.72","3,395.03","3,424.75","3,328.42","250.14K","-0.72%"
"06/25/2024","3,395.03","3,352.26","3,424.88","3,337.14","275.47K","1.28%"
"06/24/2024","3,352.29","3,420.83","3,433.89","3,245.76","601.35K","-2.00%"
"06/23/2024","3,420.84","3,495.96","3,520.35","3,410.03","191.03K","-2.15%"
"06/22/2024","3,495.87","3,518.03","3,520.80","3,476.08","158.47K","-0.63%"
"06/21/2024","3,518.03","3,512.95","3,543.69","3,447.50","392.71K","0.15%"
"06/20/2024","3,512.91","3,561.24","3,624.46","3,486.58","371.29K","-1.36%"
"06/19/2024","3,561.30","3,484.57","3,585.80","3,466.82","346.10K","2.20%"
"06/18/2024","3,484.55","3,511.52","3,515.87","3,373.14","480.08K","-0.77%"
"06/17/2024","3,511.52","3,625.11","3,636.99","3,470.65","356.79K","-3.13%"
