"Date","Price","Open","High","Low","Vol.","Change %"
"03/19/2024","25.008","25.100","25.210","24.810","0.42K","-0.52%"
"03/18/2024","25.138","25.275","25.400","25.060","0.26K","-0.47%"
"03/15/2024","25.256","24.920","25.515","24.905","0.27K","0.78%"
"03/14/2024","25.060","25.225","25.370","24.950","74.03K","-0.38%"
"03/13/2024","25.156","24.335","25.250","24.275","79.33K","3.12%"
"03/12/2024","24.394","24.675","24.900","24.220","75.85K","-1.30%"
"03/11/2024","24.715","24.580","24.740","24.445","48.83K","0.68%"
"03/08/2024","24.549","24.545","24.860","24.380","85.10K","-0.12%"
"03/07/2024","24.578","24.400","24.735","24.225","85.24K","0.35%"
"03/06/2024","24.493","23.895","24.535","23.785","83.30K","2.12%"
"03/05/2024","23.984","24.125","24.455","23.845","98.92K","-0.03%"
"03/04/2024","23.991","23.370","24.160","23.230","87.50K","2.68%"
"03/01/2024","23.364","22.885","23.485","22.710","71.03K","2.09%"
"02/29/2024","22.885","22.675","23.000","22.500","56.32K","1.10%"
"02/28/2024","22.636","22.670","22.735","22.470","44.45K","-0.07%"
"02/27/2024","22.651","22.605","22.820","22.525","0.96K","0.06%"
"02/26/2024","22.638","23.030","23.030","22.580","0.56K","-1.94%"
"02/23/2024","23.087","22.915","23.115","22.735","0.26K","0.37%"
"02/22/2024","23.003","23.155","23.415","22.975","21.22K","-0.39%"
"02/21/2024","23.094","23.260","23.430","23.010","17.80K","-1.10%"
"02/20/2024","23.351","23.675","23.715","23.170","25.42K","1.51%"
"02/19/2024","23.003","23.455","23.508","22.988","","-1.92%"
"02/18/2024","23.453","23.473","23.480","23.420","","-0.98%"
"02/16/2024","23.686","23.185","23.765","23.055","13.42K","2.24%"
"02/15/2024","23.166","22.640","23.305","22.620","15.96K","3.48%"
"02/14/2024","22.387","22.170","22.515","21.975","80.92K","1.05%"
"02/13/2024","22.154","22.740","23.050","22.030","93.53K","-2.69%"
"02/12/2024","22.767","22.630","23.150","22.575","75.66K","0.77%"
"02/09/2024","22.594","22.645","22.795","22.420","49.62K","-0.19%"
"02/08/2024","22.636","22.285","22.705","22.195","68.12K","1.23%"
"02/07/2024","22.360","22.505","22.535","22.275","58.21K","-0.52%"
"02/06/2024","22.478","22.430","22.575","22.340","43.92K","0.25%"
"02/05/2024","22.422","22.840","22.840","22.325","55.29K","-1.64%"
"02/02/2024","22.796","23.285","23.355","22.485","90.02K","-1.89%"
"02/01/2024","23.236","23.055","23.365","22.605","85.16K","0.29%"
"01/31/2024","23.169","23.290","23.445","22.895","66.91K","-0.24%"
"01/30/2024","23.225","23.320","23.430","23.055","53.37K","0.39%"
"01/29/2024","23.134","22.920","23.205","22.790","0.33K","1.65%"
"01/26/2024","22.758","22.905","22.955","22.715","0.33K","-0.25%"
"01/25/2024","22.814","22.675","23.020","22.670","0.16K","0.20%"
"01/24/2024","22.769","22.460","22.950","22.375","0.64K","1.86%"
"01/23/2024","22.354","22.135","22.470","22.090","0.21K","0.77%"
"01/22/2024","22.183","22.550","22.555","21.935","0.91K","-1.85%"
"01/19/2024","22.601","22.795","22.865","22.505","0.15K","-0.43%"
"01/18/2024","22.699","22.635","22.780","22.450","0.24K","0.62%"
"01/17/2024","22.559","22.945","22.960","22.560","0.24K","-1.84%"
"01/16/2024","22.983","23.265","23.345","22.925","0.18K","-1.48%"
"01/15/2024","23.328","23.323","23.497","23.273","","0.02%"
"01/14/2024","23.323","23.350","23.352","23.317","","0.45%"
"01/12/2024","23.218","22.830","23.600","22.830","0.51K","2.76%"
"01/11/2024","22.595","22.980","23.280","22.545","0.23K","-1.57%"
"01/10/2024","22.956","22.985","23.145","22.900","0.08K","-0.58%"
"01/09/2024","23.091","23.315","23.565","23.080","","-0.94%"
"01/08/2024","23.310","23.380","23.410","23.020","","-0.02%"
"01/05/2024","23.315","23.205","23.715","22.970","","0.55%"
"01/04/2024","23.187","23.190","23.260","22.880","","0.13%"
"01/03/2024","23.157","23.885","23.950","23.045","","-3.32%"
"01/02/2024","23.953","24.045","24.335","23.875","","-0.40%"
"01/01/2024","24.050","24.027","24.090","24.027","","0.10%"
